X,Y,RockTypes,id
-76.181105782453,3.73101450079514,Mafic,2
-76.2155181684127,3.74034799362964,Ultramafic,1
-76.2078153959741,3.71324565235905,Mafic,2
-76.1853072946923,3.76744949682214,Mafic,2
-76.2055645858459,3.7560200520153,Ultramafic,1
-76.2034138117234,3.75372416293845,Ultramafic,1
-76.1729278389874,3.80772586016966,Felsic,3
-76.1753287031242,3.84745138141848,Felsic,3
-76.2176939515367,3.90573873769394,Mafic,2
-76.2140676463301,3.78052579535729,Ultramafic,1
-76.1245104122302,3.95923179112369,Felsic,3
-76.2071151439342,3.76375615550838,Ultramafic,1
-76.2030636857035,3.76131055601864,Ultramafic,1
-76.1691264707709,3.86801210585695,Felsic,3
-76.2178940235481,3.91931192667773,Mafic,2
-76.2333745954296,3.77728169385819,Mafic,2
-76.2122920072291,3.67618447552354,Ultramafic,1
-76.1882083388575,3.70665711195989,Mafic,2
-76.1643247424975,3.94306447686482,Felsic,3
-76.216418492464,3.77937788390616,Ultramafic,1
-76.2074402609528,3.68252366859397,Ultramafic,1
-76.1785298553065,3.81770732010224,Felsic,3
-76.2126671422504,3.73745312412104,Ultramafic,1
-76.1901340319673,3.96502001213137,Felsic,3
-76.1942855262037,3.95389262034392,Mafic,2
-76.2087657380282,3.7550717507372,Ultramafic,1
-76.1927849861182,3.67293998919037,Ultramafic,1
-76.2085156480139,3.76036226049229,Ultramafic,1
-76.1627241664063,3.87260326754523,Felsic,3
-76.1547212859506,3.81930434293137,Felsic,3
-76.1415165331986,3.83866800791131,Felsic,3
-76.1413164611872,3.86182397901259,Felsic,3
-76.1896838699415,3.87479903172502,Mafic,2
-76.1776045222537,3.7424941838176,Mafic,2
-76.2485050412913,3.88557815497152,Mafic,2
-76.2096410530781,3.69150827433943,Ultramafic,1
-76.1611235903152,3.79075711284075,Felsic,3
-76.09289903443,3.94825401947543,Felsic,3
-76.2113916831778,3.67274032810762,Ultramafic,1
-76.1399159571075,3.86960903448434,Felsic,3
-76.1403161011303,3.96182651589408,Felsic,3
-76.2173188165153,3.71364495625839,Mafic,2
-76.169126470771,3.89555870184532,Felsic,3
-76.2079154319798,3.78396952059075,Ultramafic,1
-76.2149429613801,3.94466126265932,Felsic,3
-76.2293231371989,3.73600568578335,Mafic,2
-76.1585226541671,3.93867330011739,Felsic,3
-76.1934852381581,3.92210637944155,Mafic,2
-76.1777295672609,3.78217279608916,Felsic,3
-76.1541210699164,3.81211771681602,Felsic,3
-76.2226207248172,3.74688637059677,Mafic,2
-76.2129172322646,3.78297134077204,Ultramafic,1
-76.1967113993418,3.72362749498941,Mafic,2
-76.1908092750056,3.68778965686298,Mafic,2
-76.1972866063745,3.67718277663633,Ultramafic,1
-76.1167076037858,3.95184676074256,Felsic,3
-76.1469184775062,3.82469427303299,Felsic,3
-76.1858074747208,3.73440850967428,Mafic,2
-76.1279116364239,4.01771091146347,Felsic,3
-76.1754787571327,3.96127763248654,Mafic,2
-76.1487191256088,3.86461862253325,Felsic,3
-76.2150680063871,3.73086476480725,Ultramafic,1
-76.1945356162179,3.67109312247104,Ultramafic,1
-76.2236210848742,3.71124913015371,Mafic,2
-76.2319490823486,3.93029008018635,Felsic,3
-76.2110165481564,3.76784877602543,Ultramafic,1
-76.1581225101443,3.90494030796843,Felsic,3
-76.129512212515,3.89675635952062,Felsic,3
-76.1491192696316,3.93767530216959,Felsic,3
-76.2171187445039,3.7070564188367,Mafic,2
-76.2148179163729,3.77693232835787,Ultramafic,1
-76.1537209258936,3.84226121709593,Felsic,3
-76.2235710668713,3.83876781948178,Mafic,2
-76.2128922232632,3.88138629005453,Mafic,2
-76.2079154319798,3.78711377950066,Ultramafic,1
-76.1960861743062,3.85763199648082,Mafic,2
-76.1848071146638,3.71444356351517,Mafic,2
-76.1934102111538,3.71334547835082,Mafic,2
-76.1525204938253,4.02329914134086,Felsic,3
-76.2313238573128,3.74558868134218,Mafic,2
-76.1431171092898,3.97659633249662,Felsic,3
-76.2092159000539,3.7409968423804,Mafic,2
-76.2033137757177,3.69367954043175,Mafic,2
-76.1717274069191,3.744041433947,Felsic,3
-76.2049643698117,3.78506751706291,Ultramafic,1
-76.189883941953,3.94106849030831,Mafic,2
-76.2077153599684,3.70535936336526,Mafic,2
-76.1599231582468,3.86382015389524,Felsic,3
-76.1707270468621,3.9869749642608,Felsic,3
-76.1335136527429,3.93128808698165,Felsic,3
-76.1863326637508,3.86242283197044,Felsic,3
-76.2146678623643,3.73341027313032,Ultramafic,1
-76.2057146398544,3.77523540821325,Ultramafic,1
-76.1924848781011,3.89076805410183,Mafic,2
-76.1961361923091,3.97480001756825,Felsic,3
-76.2513810764551,3.86970884242361,Mafic,2
-76.2134674302959,3.73485771574874,Ultramafic,1
-76.2238211568856,3.6983714536125,Mafic,2
-76.2318990643456,3.88517893063842,Mafic,2
-76.212116944219,3.71713885767079,Mafic,2
-76.2213202567432,3.70046783232741,Mafic,2
-76.2056896308531,3.87120596010114,Mafic,2
-76.2154431414085,3.69310552807315,Ultramafic,1
-76.202213379655,3.77573450271775,Ultramafic,1
-76.2157182404242,3.75606996258034,Mafic,2
-76.2455539791233,3.92949167389017,Felsic,3
-76.2339748114638,3.81940415675954,Mafic,2
-76.1777295672609,3.97200574212443,Felsic,3
-76.2128672142618,3.77837969880067,Ultramafic,1
-76.2213202567432,3.72981661217756,Mafic,2
-76.2089408010383,3.96222570359811,Felsic,3
-76.1315129326289,3.94685683811603,Felsic,3
-76.1639245984747,3.8119180874549,Felsic,3
-76.2120169082133,3.77508567980595,Ultramafic,1
-76.136114588891,3.89775440628076,Felsic,3
-76.2145928353601,3.69879572113364,Ultramafic,1
-76.1902090589715,3.67810620417041,Mafic,2
-76.1367148049252,3.85383923255958,Felsic,3
-76.2199447616649,3.95843341263482,Felsic,3
-76.2150930153886,3.67653388104015,Ultramafic,1
-76.1837067186012,3.74059755089832,Mafic,2
-76.2158682944327,3.73251185927044,Ultramafic,1
-76.2355753875549,3.85833066167291,Mafic,2
-76.2145428173573,3.86671459913126,Mafic,2
-76.2111415931635,3.68432059700433,Ultramafic,1
-76.2137175203102,3.73905029468709,Ultramafic,1
-76.1705269748507,3.78576624136586,Felsic,3
-76.2127671782561,3.77144228060666,Ultramafic,1
-76.2070651259314,3.77293956979817,Ultramafic,1
-76.2075402969585,3.74873307890957,Mafic,2
-76.1802054584018,3.73780250543092,Mafic,2
-76.1669256786456,3.90573873769394,Felsic,3
-76.1977117593987,3.68539376085206,Mafic,2
-76.1535208538823,3.987374139791,Felsic,3
-76.1399159571075,3.93627810303249,Felsic,3
-76.2349001445165,3.91651746457625,Mafic,2
-76.211991899212,3.70708137551052,Ultramafic,1
-76.1497194856658,3.85683352127214,Felsic,3
-76.2059147118658,3.75347460941416,Ultramafic,1
-76.1551214299734,3.96362285904506,Felsic,3
-76.2166935914797,3.69625011296122,Ultramafic,1
-76.2092659180567,3.77004480836746,Ultramafic,1
-76.1791050623391,3.77483613240309,Mafic,2
-76.1581225101443,3.80153729687165,Felsic,3
-76.2110415571578,3.69809692746121,Ultramafic,1
-76.1985370564457,3.68047716237563,Ultramafic,1
-76.2101162241051,3.77328893690495,Ultramafic,1
-76.1307126445834,4.00453850394975,Felsic,3
-76.2179190325495,3.77044408637931,Mafic,2
-76.2168686544896,3.77553486495037,Ultramafic,1
-76.2019632896408,3.78551669703667,Ultramafic,1
-76.203563865732,3.78342052183277,Ultramafic,1
-76.2455789881246,3.85254170417668,Mafic,2
-76.2005127675582,3.68918725988756,Mafic,2
